rating,text,title
3,It does what it is supposed to do.,A charger is a charger!
3,20 for a USB charger is outrageous! It should have bee free with the Paperwhite Kindle.,Should have been FREE with costly Paperwhite Kindle
3,The plug in part of the charger is fine BUT cord could certainly be longer.,Three Stars
3,"As an OEM replacement, I suppose its worth a bit more but this price is excessive. A similar product for my Amazon fire was purchased at Walmart for about 3","As an OEM replacement, I suppose its worth a ..."
3,Nothing special just okay,Three Stars
3,goes with the kindle for charging port,Three Stars
3,I already have one am sending it back,Three Stars
3,I think the cord needs to be a bit longer. This would enable you to read while charging.,Three Stars
3,"Does what you need, but because it has amazon's name on it, it's expensive",Three Stars
3,"Works as advertised. However, I can't imagine why Amazon doesn't include it with the Kindle. I know of no other product that does not supply an item that is essential to its use. Amazon should include this with the Kindle. So, remember, add the price of one of these to the price of the Kindle to get the real price of the Kindle. That is why I gave it three stars. Come on Amazon, stop the misleading pricing on the Kindle.","Works as advertised. However, I can't imagine why ..."
3,Disappointed to realize there is not a light for night reading. Size and weight is great.,Good but not great
3,It is affordable and it had Increased storage but no backlight and the screen could be better!,OK
3,I thought it would be as big as small paper but turn out to be just like my palm. I think it is too small to read on it... not very comfortable as regular Kindle. Would definitely recommend a paperwhite instead.,Too small
3,In my opinion this model is too small and feels cheap. And sd card slot.,Feels cheap
3,"Its a decent reader for beginners. There is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.",Good for beginners
3,There is no way to lock the font size and it changes if you touch the screen. I liked my paper white better but it died.,Font size changes with no way to lock it
3,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",Good for the price
3,The screen size could be bigger like the earlier versions of kindle.,Screen Size could be bigger
3,The kindle is good to download apps for books catch up with reading,Good for books
3,It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,Does its job
3,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",Reading device
3,It is difficult to understand the instructions. I am still working on it.,Can it be used with the library?
3,"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.","Amazon Kindle, Black"
